CG6883	FBan0006883	FBgn0003749	trh	trachealess	FBgn0010944,FBgn0026793
CG18769	FBan0018769	FBgn0042185	CG18769	CG18769	FBgn0035705
CG9015	FBan0009015	FBgn0000577	en	engrailed	FBgn0003492,FBgn0014157,FBgn0016969
CG9016	FBan0009016	FBgn0031751	CG9016	CG9016	FBgn0045080,FBgn0045083,FBgn0045139,FBgn0045142,FBgn0045158,FBgn0045175,FBgn0045187,FBgn0045193,FBgn0045213,FBgn0045226,FBgn0045230,FBgn0045242,FBgn0045258,FBgn0045277,FBgn0045279,FBgn0045306,FBgn0045311,FBgn0045338,FBgn0045342,FBgn0045358,FBgn0045362,FBgn0045376,FBgn0045401,FBgn0045421,FBgn0063317
CG9018	FBan0009018	FBgn0035318	CG9018	CG9018	
CG1890	FBan0001890	FBgn0039869	CG1890	CG1890	
CG9019	FBan0009019	FBgn0015381	dsf	dissatisfaction	
CG1891	FBan0001891	FBgn0003317	sax	saxophone	
CG1893	FBan0001893	FBgn0035390	CG1893	CG1893	
CG31100	FBan0031100	FBgn0051100	CG31100	CG31100	FBgn0037649,FBgn0037651
CG1894	FBan0001894	FBgn0039585	CG1894	CG1894	
CG31101	FBan0031101	FBgn0051101	CG31101	CG31101	
CG31102	FBan0031102	FBgn0051102	CG31102	CG31102	FBgn0039317
CG1895	FBan0001895	FBgn0030339	Cyp28c1	Cyp28c1	
CG1896	FBan0001896	FBgn0039870	CG1896	CG1896	
CG31103	FBan0031103	FBgn0051103	CG31103	CG31103	FBgn0039292
CG31104	FBan0031104	FBgn0051104	CG31104	CG31104	FBgn0039314
CG1897	FBan0001897	FBgn0000492	Dr	Drop	FBgn0002849,FBgn0015510,FBgn0020528
CG31105	FBan0031105	FBgn0051105	CG31105	CG31105	
CG1898	FBan0001898	FBgn0042712	HBS1	HBS1	FBgn0035284
CG31106	FBan0031106	FBgn0051106	CG31106	CG31106	FBgn0039292
CG31107	FBan0031107	FBgn0051107	5PtaseI	5PtaseI	FBgn0039263
CG31108	FBan0031108	FBgn0051108	CG31108	CG31108	FBgn0039278,FBgn0064125
CG31109	FBan0031109	FBgn0051109	CG31109	CG31109	FBgn0039267,FBgn0047157
CG18773	FBan0018773	FBgn0020643	Lcp65Ab2	Lcp65Ab2	FBgn0002536,FBgn0042114,FBgn0047112
CG9020	FBan0009020	FBgn0027093	Aats-arg	Arginyl-tRNA synthetase	FBgn0030698
CG9021	FBan0009021	FBgn0031747	CG9021	CG9021	
CG9022	FBan0009022	FBgn0014868	Ost48	Oligosaccharyltransferase 48kD subunit	FBgn0026008
CG9023	FBan0009023	FBgn0015872	Drip	Drip	FBgn0015156
CG18777	FBan0018777	FBgn0042118	CG18777	CG18777	FBgn0047080
CG18778	FBan0018778	FBgn0042119	CG18778	CG18778	FBgn0063231
CG9024	FBan0009024	FBgn0002856	Acp26Ab	Accessory gland-specific peptide 26Ab	
CG9025	FBan0009025	FBgn0034542	CG9025	CG9025	
CR31197	FBan0031197	FBgn0011905	tRNA:K5:87BC	transfer RNA:lys5:87BC	FBgn0003793,FBgn0011901,FBgn0051197,FBgn0060171
CG18779	FBan0018779	FBgn0042120	CG18779	CG18779	
CG9027	FBan0009027	FBgn0033631	CG9027	CG9027	
CG9028	FBan0009028	FBgn0036389	CG9028	CG9028	
CG9029	FBan0009029	FBgn0031746	CG9029	CG9029	
CG31110	FBan0031110	FBgn0051110	CG31110	CG31110	FBgn0039263,FBgn0064867
CG31111	FBan0031111	FBgn0051111	CG31111	CG31111	FBgn0039267
CG31112	FBan0031112	FBgn0051112	CG31112	CG31112	
CG31115	FBan0031115	FBgn0051115	CG31115	CG31115	
CG31116	FBan0031116	FBgn0051116	CG31116	CG31116	FBgn0037951,FBgn0037952
CG31117	FBan0031117	FBgn0051117	CG31117	CG31117	
CG31118	FBan0031118	FBgn0051118	RabX4	RabX4	FBgn0039231
CG31119	FBan0031119	FBgn0051119	CG31119	CG31119	
CG18780	FBan0018780	FBgn0013531	MED20	Mediator complex subunit 20	FBgn0031983,FBgn0042121
CG8300	FBan0008300	FBgn0029937	CG8300	CG8300	
CG18783	FBan0018783	FBgn0028420	Kr-h1	Kruppel homolog 1	FBgn0001326,FBgn0010668,FBgn0024313,FBgn0042122
CG8301	FBan0008301	FBgn0037717	CG8301	CG8301	
CG9030	FBan0009030	FBgn0030599	CG9030	CG9030	
CG8302	FBan0008302	FBgn0034053	Cyp4aa1	Cyp4aa1	
CG9031	FBan0009031	FBgn0028546	Rsu-1	Ras suppressor-1	
CG8303	FBan0008303	FBgn0034143	CG8303	CG8303	
CG9032	FBan0009032	FBgn0014391	sun	stunted	FBgn0014975,FBgn0040875,FBgn0047007,FBgn0047155
CG9033	FBan0009033	FBgn0033629	Tsp47F	Tetraspanin 47F	
CG18787	FBan0018787	FBgn0042125	CG18787	CG18787	
CG9034	FBan0009034	FBgn0040931	CG9034	CG9034	FBgn0047012
CG18788	FBan0018788	FBgn0042126	CG18788	CG18788	
CR30478	FBan0030478	FBgn0050478	CR30478	CR30478	
CG9035	FBan0009035	FBgn0021795	Tap&dgr;	Translocon-associated protein &dgr;	FBgn0027912,FBgn0064943
CG18789	FBan0018789	FBgn0042127	CG18789	CG18789	
CG8306	FBan0008306	FBgn0034142	CG8306	CG8306	
CG9036	FBan0009036	FBgn0034499	CG9036	CG9036	
CG8308	FBan0008308	FBgn0004236	&agr;Tub67C	&agr;-Tubulin at 67C	FBgn0001067,FBgn0003883
CG8309	FBan0008309	FBgn0033902	CG8309	CG8309	FBgn0027672,FBgn0063815
CG9038	FBan0009038	FBgn0026076	UBL3	UBL3	
CG31120	FBan0031120	FBgn0051120	CG31120	CG31120	FBgn0039247,FBgn0039248,FBgn0042107
CG31121	FBan0031121	FBgn0051121	CG31121	CG31121	FBgn0039242,FBgn0039243,FBgn0042211,FBgn0063237
CG31122	FBan0031122	FBgn0051122	CG31122	CG31122	FBgn0038620,FBgn0038622
CG31125	FBan0031125	FBgn0051125	CG31125	CG31125	FBgn0062423
CG31126	FBan0031126	FBgn0051126	CG31126	CG31126	FBgn0039216
CG31127	FBan0031127	FBgn0046685	Wsck	Wsck	FBgn0046778,FBgn0051127,FBgn0064782
CG31128	FBan0031128	FBgn0051128	CG31128	CG31128	FBgn0063761
CG8310	FBan0008310	FBgn0040377	CG8310	CG8310	FBgn0029623
CG9040	FBan0009040	FBgn0036394	CG9040	CG9040	FBgn0063088
CG8311	FBan0008311	FBgn0034141	CG8311	CG8311	
CG8312	FBan0008312	FBgn0037720	CG8312	CG8312	
CG9042	FBan0009042	FBgn0001128	Gpdh	Glycerol 3 phosphate dehydrogenase	
CG8314	FBan0008314	FBgn0034057	CG8314	CG8314	FBgn0061525
CG9044	FBan0009044	FBgn0031752	CG9044	CG9044	
CG8315	FBan0008315	FBgn0034058	CG8315	CG8315	
CG8316	FBan0008316	FBgn0030852	CG8316	CG8316	
CG9045	FBan0009045	FBgn0002914	Myb	Myb oncogene-like	
CG8317	FBan0008317	FBgn0034140	CG8317	CG8317	
CG9046	FBan0009046	FBgn0003980	Vm26Ab	Vitelline membrane 26Ab	
CG8318	FBan0008318	FBgn0015269	Nf1	Neurofibromin 1	
CG9047	FBan0009047	FBgn0035075	CG9047	CG9047	FBgn0061524
CG9048	FBan0009048	FBgn0003979	Vm26Aa	Vitelline membrane 26Aa	
CG8319	FBan0008319	FBgn0037722	CG8319	CG8319	
CG30401	FBan0030401	FBgn0050401	CG30401	CG30401	FBgn0034677
CG31131	FBan0031131	FBgn0051131	CG31131	CG31131	
CG30403	FBan0030403	FBgn0050403	CG30403	CG30403	FBgn0047139
CG30404	FBan0030404	FBgn0050404	CG30404	CG30404	FBgn0025252,FBgn0045785,FBgn0046223
CG31133	FBan0031133	FBgn0051133	CG31133	CG31133	FBgn0046779
CG31136	FBan0031136	FBgn0013343	Syx1A	Syntaxin 1A	FBgn0010900,FBgn0023459,FBgn0039148,FBgn0042210,FBgn0066005
CG30409	FBan0030409	FBgn0050409	CG30409	CG30409	FBgn0034848
CG31139	FBan0031139	FBgn0051139	CG31139	CG31139	FBgn0039021,FBgn0065022
CG8320	FBan0008320	FBgn0034059	CG8320	CG8320	
CG9050	FBan0009050	FBgn0031755	CG9050	CG9050	FBgn0064929
CG8321	FBan0008321	FBgn0033677	CG8321	CG8321	
CG8322	FBan0008322	FBgn0020236	ATPCL	ATP citrate lyase	FBgn0010490,FBgn0044698
CG8323	FBan0008323	FBgn0033903	CG8323	CG8323	
CG9053	FBan0009053	FBgn0030606	CG9053	CG9053	
CG9054	FBan0009054	FBgn0015075	Ddx1	Dead-box-1	FBgn0013790
CG8325	FBan0008325	FBgn0021847	l(2)k14710	lethal (2) k14710	FBgn0027519
CG8326	FBan0008326	FBgn0030851	CG8326	CG8326	FBgn0043795
CG9056	FBan0009056	FBgn0030702	CG9056	CG9056	
CG8327	FBan0008327	FBgn0037723	SpdS	Spermidine Synthase	
CG9057	FBan0009057	FBgn0030608	Lsd-2	Lipid storage droplet-2	
CG8328	FBan0008328	FBgn0002734	HLHm&dgr;	E(spl) region transcript m&dgr;	
CG8329	FBan0008329	FBgn0036022	CG8329	CG8329	
CG15100	FBan0015100	FBgn0034401	CG15100	CG15100	FBgn0025966
CG9059	FBan0009059	FBgn0030810	CG9059	CG9059	FBgn0063269
CG15101	FBan0015101	FBgn0010053	Jheh1	Juvenile hormone epoxide hydrolase 1	FBgn0034404,FBgn0046304
CG30410	FBan0030410	FBgn0050410	CG30410	CG30410	FBgn0034848
CG30411	FBan0030411	FBgn0050411	CG30411	CG30411	FBgn0047180
CG15102	FBan0015102	FBgn0034405	Jheh2	Juvenile hormone epoxide hydrolase 2	
CG31140	FBan0031140	FBgn0051140	CG31140	CG31140	FBgn0039133,FBgn0039134,FBgn0051452
CG31141	FBan0031141	FBgn0051141	CG31141	CG31141	
CG30412	FBan0030412	FBgn0050412	CG30412	CG30412	FBgn0034843,FBgn0044680
CG30413	FBan0030413	FBgn0050413	CG30413	CG30413	
CG15104	FBan0015104	FBgn0034410	Topors	Topoisomerase I-interacting protein	
CG31142	FBan0031142	FBgn0047114	CG31142	CG31142	FBgn0051142
CG15105	FBan0015105	FBgn0034412	CG15105	CG15105	
CG30414	FBan0030414	FBgn0050414	CG30414	CG30414	FBgn0034857
CG30415	FBan0030415	FBgn0050415	CG30415	CG30415	FBgn0034857
CG15106	FBan0015106	FBgn0034406	Jheh3	Juvenile hormone epoxide hydrolase 3	
CG15107	FBan0015107	FBgn0041702	CG15107	CG15107	
CG31145	FBan0031145	FBgn0051145	CG31145	CG31145	FBgn0039095,FBgn0039096,FBgn0039097
CG30416	FBan0030416	FBgn0050416	CG30416	CG30416	FBgn0034843,FBgn0065018
CG30417	FBan0030417	FBgn0050417	CG30417	CG30417	FBgn0034845
CG31146	FBan0031146	FBgn0051146	CG31146	CG31146	FBgn0037510,FBgn0037511,FBgn0062140
CG15109	FBan0015109	FBgn0034416	CG15109	CG15109	
CG30418	FBan0030418	FBgn0050418	nord	nord	FBgn0034993,FBgn0034995,FBgn0063642
CG31147	FBan0031147	FBgn0045443	mthl11	methuselah-like 11	FBgn0051147
CG30419	FBan0030419	FBgn0050419	CG30419	CG30419	FBgn0034991,FBgn0034992
CG31148	FBan0031148	FBgn0051148	CG31148	CG31148	FBgn0039105,FBgn0044636
CG31149	FBan0031149	FBgn0051149	CG31149	CG31149	FBgn0038663,FBgn0038664
CG7600	FBan0007600	FBgn0064766	CG7600	CG7600	FBgn0027531
CG7601	FBan0007601	FBgn0027583	CG7601	CG7601	
CG8330	FBan0008330	FBgn0033074	tomboy40	tomboy40	
CG7602	FBan0007602	FBgn0037554	DNApol-&igr;	DNApol-&igr;	
CG8331	FBan0008331	FBgn0033906	CG8331	CG8331	
CG9060	FBan0009060	FBgn0030096	Zpr1	Zpr1	
CG7603	FBan0007603	FBgn0036726	CG7603	CG7603	
CG8332	FBan0008332	FBgn0034138	RpS15	Ribosomal protein S15	FBgn0025547,FBgn0026277
CG7604	FBan0007604	FBgn0004592	Eig71Ee	Ecdysone-induced gene 71Ee	
CG9062	FBan0009062	FBgn0033607	CG9062	CG9062	
CG8333	FBan0008333	FBgn0002735	HLHm&ggr;	E(spl) region transcript m&ggr;	
CG8334	FBan0008334	FBgn0036913	CG8334	CG8334	
CG7605	FBan0007605	FBgn0037072	Rab26	Rab26	
CG9063	FBan0009063	FBgn0028500	CG9063	CG9063	
CG8335	FBan0008335	FBgn0033069	CG8335	CG8335	
CG9064	FBan0009064	FBgn0031757	Ucp4C	Ucp4C	FBgn0063444,FBgn0063445,FBgn0064194,FBgn0064195,FBgn0066863,FBgn0067797,FBgn0067798
CG8336	FBan0008336	FBgn0036020	CG8336	CG8336	
CG7607	FBan0007607	FBgn0036145	CG7607	CG7607	FBgn0062424
CG9065	FBan0009065	FBgn0030610	CG9065	CG9065	
CG9066	FBan0009066	FBgn0030703	CG9066	CG9066	
CG8337	FBan0008337	FBgn0002732	m&agr;	E(spl) region transcript m&agr;	
CG7608	FBan0007608	FBgn0004590	Eig71Ec	Ecdysone-induced gene 71Ec	
CG7609	FBan0007609	FBgn0027518	CG7609	CG7609	
CG8338	FBan0008338	FBgn0033907	mRpS16	mitochondrial ribosomal protein S16	FBgn0062878
CG9067	FBan0009067	FBgn0033605	CG9067	CG9067	
CG9068	FBan0009068	FBgn0034106	CG9068	CG9068	
CG8339	FBan0008339	FBgn0020251	sfl	sulfateless	FBgn0010820
CG15110	FBan0015110	FBgn0027535	botv	brother of tout-velu	
CG15111	FBan0015111	FBgn0034419	CG15111	CG15111	
CG15112	FBan0015112	FBgn0000578	ena	enabled	FBgn0010503,FBgn0063438
CG30421	FBan0030421	FBgn0050421	CG30421	CG30421	FBgn0035054,FBgn0035055
CG31150	FBan0031150	FBgn0051150	CG31150	CG31150	FBgn0038372,FBgn0038374,FBgn0038375
CG30422	FBan0030422	FBgn0050422	CG30422	CG30422	FBgn0035061
CG15113	FBan0015113	FBgn0004572	5-HT1B	Serotonin receptor 1B	
CG31151	FBan0031151	FBgn0051151	CG31151	CG31151	FBgn0039011,FBgn0039012
CG30423	FBan0030423	FBgn0050423	CG30423	CG30423	FBgn0064851
CG31152	FBan0031152	FBgn0051152	CG31152	CG31152	FBgn0039021
CG30424	FBan0030424	FBgn0050424	CG30424	CG30424	
CG15115	FBan0015115	FBgn0034413	CG15115	CG15115	
CG30425	FBan0030425	FBgn0066084	RpL41	Ribosomal protein L41	FBgn0046237,FBgn0047072,FBgn0050425,FBgn0063106
CG15116	FBan0015116	FBgn0034415	CG15116	CG15116	
CG31155	FBan0031155	FBgn0051155	Rpb7	Rpb7	FBgn0038305,FBgn0063635
CG15117	FBan0015117	FBgn0034417	CG15117	CG15117	
CG30426	FBan0030426	FBgn0050426	CG30426	CG30426	FBgn0035061,FBgn0065010
CG31156	FBan0031156	FBgn0051156	CG31156	CG31156	FBgn0038992,FBgn0038994
CG15118	FBan0015118	FBgn0034418	CG15118	CG15118	FBgn0025243
CG30427	FBan0030427	FBgn0043792	CG30427	CG30427	FBgn0035081,FBgn0040667,FBgn0050427
CG31157	FBan0031157	FBgn0051157	CG31157	CG31157	
CG15119	FBan0015119	FBgn0034430	mip40	Myb-interacting protein 40	
CG30428	FBan0030428	FBgn0050428	CG30428	CG30428	FBgn0064772
CG30429	FBan0030429	FBgn0050429	CG30429	CG30429	
CG31158	FBan0031158	FBgn0051158	CG31158	CG31158	FBgn0038990,FBgn0038991
CG31159	FBan0031159	FBgn0051159	CG31159	CG31159	FBgn0038995
CG7610	FBan0007610	FBgn0020235	ATPsyn-&ggr;	ATP synthase-&ggr; chain	
CG7611	FBan0007611	FBgn0037094	CG7611	CG7611	
CG9070	FBan0009070	FBgn0033604	CG9070	CG9070	FBgn0047171
CG8342	FBan0008342	FBgn0002578	m1	E(spl) region transcript m1	FBgn0063010
CG9071	FBan0009071	FBgn0002920	NaCP60E	Na channel protein 60E	FBgn0016933
CG9072	FBan0009072	FBgn0030614	CG9072	CG9072	
CG8343	FBan0008343	FBgn0040502	CG8343	CG8343	FBgn0033066
CG7614	FBan0007614	FBgn0024956	Mat1	Mat1	
CG8344	FBan0008344	FBgn0004463	RpIII128	RNA polymerase III 128kD subunit	
CG9073	FBan0009073	FBgn0010423	TpnC47D	Troponin C at 47D	FBgn0064889
CG7615	FBan0007615	FBgn0039694	fig	fos intronic gene	
CG7616	FBan0007616	FBgn0036142	CG7616	CG7616	
CG8345	FBan0008345	FBgn0033065	Cyp6w1	Cyp6w1	FBgn0027077
CG9074	FBan0009074	FBgn0011668	Mst57Da	Male-specific RNA 57Da	FBgn0002859,FBgn0039377,FBgn0063235
CG9075	FBan0009075	FBgn0001942	eIF-4a	Eukaryotic initiation factor 4a	FBgn0013406,FBgn0013523,FBgn0015864,FBgn0022247,FBgn0024969
CG8346	FBan0008346	FBgn0002609	HLHm3	E(spl) region transcript m3	FBgn0010046
CG9076	FBan0009076	FBgn0033601	CG9076	CG9076	
CG9077	FBan0009077	FBgn0033600	CG9077	CG9077	
CG7619	FBan0007619	FBgn0015283	Pros54	Proteasome 54kD subunit	
CG8348	FBan0008348	FBgn0012344	Dh	Diuretic hormone	FBgn0037725
CG8349	FBan0008349	FBgn0032003	CG8349	CG8349	
CG9078	FBan0009078	FBgn0001941	ifc	infertile crescent	
CG15120	FBan0015120	FBgn0034454	CG15120	CG15120	
CG9079	FBan0009079	FBgn0033597	CG9079	CG9079	
CG30430	FBan0030430	FBgn0050430	CG30430	CG30430	FBgn0045148,FBgn0045163,FBgn0045263,FBgn0045290,FBgn0045293,FBgn0045301,FBgn0045316,FBgn0045322,FBgn0045414,FBgn0045425,FBgn0045435
CG15121	FBan0015121	FBgn0034456	CG15121	CG15121	
CG31160	FBan0031160	FBgn0051160	CG31160	CG31160	FBgn0038969,FBgn0038970
CG15122	FBan0015122	FBgn0034457	CG15122	CG15122	
CG30431	FBan0030431	FBgn0050431	CG30431	CG30431	FBgn0033070,FBgn0033071
CG31161	FBan0031161	FBgn0051161	CG31161	CG31161	FBgn0038995
CG30432	FBan0030432	FBgn0050432	CG30432	CG30432	
CG15124	FBan0015124	FBgn0034461	CG15124	CG15124	
CG31163	FBan0031163	FBgn0051163	CG31163	CG31163	FBgn0038933,FBgn0038935,FBgn0038936,FBgn0038937,FBgn0040583
CG15125	FBan0015125	FBgn0034463	CG15125	CG15125	
CG15126	FBan0015126	FBgn0040729	CG15126	CG15126	
CG31164	FBan0031164	FBgn0051164	CG31164	CG31164	
CG15127	FBan0015127	FBgn0040730	CG15127	CG15127	FBgn0034466
CG30436	FBan0030436	FBgn0050436	CG30436	CG30436	
CG15128	FBan0015128	FBgn0034467	CG15128	CG15128	
CG30437	FBan0030437	FBgn0050437	CG30437	CG30437	FBgn0033022,FBgn0033023
CG30438	FBan0030438	FBgn0050438	CG30438	CG30438	FBgn0047093,FBgn0047220
CG31169	FBan0031169	FBgn0051169	CG31169	CG31169	FBgn0038954,FBgn0038955,FBgn0045280,FBgn0045289
CG7620	FBan0007620	FBgn0002354	l(3)87Df	lethal (3) 87Df	FBgn0038112,FBgn0062841
CG9080	FBan0009080	FBgn0033593	CG9080	CG9080	FBgn0062919
CG7622	FBan0007622	FBgn0002579	RpL36	Ribosomal protein L36	FBgn0025295,FBgn0040151,FBgn0047325
CG8351	FBan0008351	FBgn0037632	CG8351	CG8351	
CG7623	FBan0007623	FBgn0038524	sll	slalom	FBgn0046348,FBgn0060350,FBgn0061887
CG9081	FBan0009081	FBgn0030615	Cyp4s3	Cyp4s3	
CG8353	FBan0008353	FBgn0032002	CG8353	CG8353	
CG8354	FBan0008354	FBgn0002632	m6	E(spl) region transcript m6	
CG7625	FBan0007625	FBgn0028663	VhaM9.7-2	VhaM9.7-2	FBgn0037096,FBgn0061891
CG9083	FBan0009083	FBgn0035077	CG9083	CG9083	
CG9084	FBan0009084	FBgn0033582	CG9084	CG9084	
CG8355	FBan0008355	FBgn0003425	sli	slit	FBgn0022290
CG7626	FBan0007626	FBgn0040273	Spt5	Spt5	FBgn0034445
CG7627	FBan0007627	FBgn0032026	CG7627	CG7627	
CG8357	FBan0008357	FBgn0024732	Rep1	Rep1	
CG9086	FBan0009086	FBgn0030809	CG9086	CG9086	
CG7628	FBan0007628	FBgn0036137	CG7628	CG7628	
CG7629	FBan0007629	FBgn0038530	AttD	Attacin-D	
CG8358	FBan0008358	FBgn0037727	CG8358	CG8358	
CG14400	FBan0014400	FBgn0032896	CG14400	CG14400	
CG8359	FBan0008359	FBgn0037634	CG8359	CG8359	
CG9088	FBan0009088	FBgn0031759	lid	little imaginal discs	FBgn0010658
CG15130	FBan0015130	FBgn0032860	CG15130	CG15130	
CG14401	FBan0014401	FBgn0032900	CG14401	CG14401	
CG9089	FBan0009089	FBgn0030805	wus	wurst	
CG14402	FBan0014402	FBgn0032894	CG14402	CG14402	FBgn0063750
CG30440	FBan0030440	FBgn0050440	CG30440	CG30440	FBgn0033024,FBgn0033025,FBgn0033026
CG30441	FBan0030441	FBgn0050441	CG30441	CG30441	
CG31171	FBan0031171	FBgn0051171	CG31171	CG31171	
CG15133	FBan0015133	FBgn0032619	CG15133	CG15133	
CG31172	FBan0031172	FBgn0051172	CG31172	CG31172	
CG30443	FBan0030443	FBgn0050443	CG30443	CG30443	FBgn0033080,FBgn0064885
CG15134	FBan0015134	FBgn0032621	CG15134	CG15134	
CG14405	FBan0014405	FBgn0032888	CheB38c	CheB38c	
CG31173	FBan0031173	FBgn0045469	Gr93c	Gustatory receptor 93c	FBgn0038907,FBgn0041227,FBgn0051173
CG14406	FBan0014406	FBgn0030595	CG14406	CG14406	
CG31174	FBan0031174	FBgn0051174	CG31174	CG31174	FBgn0062887
CG15136	FBan0015136	FBgn0032625	CG15136	CG15136	
CG30445	FBan0030445	FBgn0050445	Tdc1	Tdc1	FBgn0033091
CG14407	FBan0014407	FBgn0030584	CG14407	CG14407	FBgn0063666
CG30446	FBan0030446	FBgn0050446	Tdc2	Tdc2	FBgn0033091
CG14408	FBan0014408	FBgn0030581	CG14408	CG14408	
CG31175	FBan0031175	FBgn0024242	Dys	dystrophin	FBgn0038710,FBgn0038711,FBgn0051175
CG31176	FBan0031176	FBgn0051176	CG31176	CG31176	FBgn0038895,FBgn0038896,FBgn0044453
CG30447	FBan0030447	FBgn0050447	CG30447	CG30447	
CG15138	FBan0015138	FBgn0032629	beat-IIIc	beat-IIIc	FBgn0032630,FBgn0061407
CG30448	FBan0030448	FBgn0043532	Obp56i	Odorant-binding protein 56i	FBgn0050448,FBgn0063480
CG31177	FBan0031177	FBgn0051177	CG31177	CG31177	FBgn0038899
CG31178	FBan0031178	FBgn0064912	CG31178	CG31178	FBgn0038911,FBgn0045771,FBgn0051178
CG31179	FBan0031179	FBgn0051179	CG31179	CG31179	
CG6900	FBan0006900	FBgn0030958	CG6900	CG6900	
CG7630	FBan0007630	FBgn0040793	CG7630	CG7630	FBgn0027722,FBgn0027748,FBgn0062954
CG6901	FBan0006901	FBgn0038414	CG6901	CG6901	
CG7631	FBan0007631	FBgn0028945	CG7631	CG7631	
CG8360	FBan0008360	FBgn0032001	CG8360	CG8360	FBgn0063128
CG6902	FBan0006902	FBgn0035899	CG6902	CG6902	
CG8361	FBan0008361	FBgn0002633	HLHm7	E(spl) region transcript m7	FBgn0020009,FBgn0020922
CG7632	FBan0007632	FBgn0037071	CG7632	CG7632	
CG6903	FBan0006903	FBgn0029737	CG6903	CG6903	
CG9090	FBan0009090	FBgn0034497	CG9090	CG9090	
CG8362	FBan0008362	FBgn0028997	nmdyn-D7	nmdyn-D7	FBgn0037729
CG9091	FBan0009091	FBgn0030616	RpL37a	Ribosomal protein L37a	
CG6904	FBan0006904	FBgn0038293	CG6904	CG6904	FBgn0062238
CG8363	FBan0008363	FBgn0020389	Paps	PAPS synthetase	
CG7634	FBan0007634	FBgn0037101	CG7634	CG7634	
CG9092	FBan0009092	FBgn0001089	Gal	&bgr; galactosidase	FBgn0031761
CG6905	FBan0006905	FBgn0035136	CG6905	CG6905	
CG9093	FBan0009093	FBgn0031760	Tsp26A	Tetraspanin 26A	
CG7635	FBan0007635	FBgn0030993	Mec2	Mec2	
CG6906	FBan0006906	FBgn0027843	CAH2	Carbonic anhydrase 2	FBgn0036261
CG8364	FBan0008364	FBgn0028407	Rep3	Rep3	FBgn0033678,FBgn0063749
CR14499	FBan0014499	FBgn0034317	CR14499	CR14499	
CG8365	FBan0008365	FBgn0000591	E(spl)	Enhancer of split	
CG9094	FBan0009094	FBgn0035184	CG9094	CG9094	
CG7636	FBan0007636	FBgn0036135	mRpL2	mitochondrial ribosomal protein L2	
CG6907	FBan0006907	FBgn0031711	CG6907	CG6907	
CG9095	FBan0009095	FBgn0030617	CG9095	CG9095	
CG7637	FBan0007637	FBgn0033548	CG7637	CG7637	
CG8366	FBan0008366	FBgn0034054	CG8366	CG8366	
CG6908	FBan0006908	FBgn0037936	CG6908	CG6908	
CG8367	FBan0008367	FBgn0000289	cg	combgap	FBgn0010639,FBgn0020273,FBgn0033908
CG9096	FBan0009096	FBgn0010315	CycD	Cyclin D	
CG7638	FBan0007638	FBgn0036133	CG7638	CG7638	
CG7639	FBan0007639	FBgn0033989	CG7639	CG7639	
CG8368	FBan0008368	FBgn0035707	CG8368	CG8368	
CG9097	FBan0009097	FBgn0004870	bab1	bric a brac 1	FBgn0035183,FBgn0061802
CG9098	FBan0009098	FBgn0031762	CG9098	CG9098	
CG8369	FBan0008369	FBgn0040532	CG8369	CG8369	FBgn0027745,FBgn0063255
CG14410	FBan0014410	FBgn0030583	CG14410	CG14410	
CG14411	FBan0014411	FBgn0030582	CG14411	CG14411	
CG9099	FBan0009099	FBgn0030802	CG9099	CG9099	
CG15141	FBan0015141	FBgn0032635	CG15141	CG15141	FBgn0046264
CG30450	FBan0030450	FBgn0043533	Obp56f	Odorant-binding protein 56f	FBgn0050450,FBgn0063477
CG14413	FBan0014413	FBgn0030572	mRpS25	mitochondrial ribosomal protein S25	
CG15142	FBan0015142	FBgn0032645	CG15142	CG15142	
CG14414	FBan0014414	FBgn0030571	CG14414	CG14414	FBgn0063363
CG15143	FBan0015143	FBgn0032647	CG15143	CG15143	
CG31182	FBan0031182	FBgn0051182	CG31182	CG31182	FBgn0047192
CG15144	FBan0015144	FBgn0032648	CG15144	CG15144	
CG14416	FBan0014416	FBgn0040352	CG14416	CG14416	FBgn0029636
CG15145	FBan0015145	FBgn0032649	CG15145	CG15145	
CG31183	FBan0031183	FBgn0051183	CG31183	CG31183	FBgn0038378,FBgn0038379
CG31184	FBan0031184	FBgn0051184	CG31184	CG31184	FBgn0039138,FBgn0064904
CG14417	FBan0014417	FBgn0040353	CG14417	CG14417	FBgn0029637
CG30456	FBan0030456	FBgn0050456	CG30456	CG30456	FBgn0034192,FBgn0034193
CG14418	FBan0014418	FBgn0040354	CG14418	CG14418	FBgn0029638
CG15147	FBan0015147	FBgn0032654	CG15147	CG15147	
CG14419	FBan0014419	FBgn0029639	CG14419	CG14419	
CG30457	FBan0030457	FBgn0050457	CG30457	CG30457	FBgn0034203
CG15148	FBan0015148	FBgn0023096	btv	beethoven	FBgn0032657
CG31187	FBan0031187	FBgn0051187	CG31187	CG31187	FBgn0037523,FBgn0037524
CG30458	FBan0030458	FBgn0050458	CG30458	CG30458	FBgn0034203
CG15149	FBan0015149	FBgn0032659	CG15149	CG15149	
CG30459	FBan0030459	FBgn0050459	CG30459	CG30459	FBgn0045218
CG31189	FBan0031189	FBgn0051189	CG31189	CG31189	FBgn0038848
CG6910	FBan0006910	FBgn0036262	CG6910	CG6910	
CG8370	FBan0008370	FBgn0034060	CG8370	CG8370	
CG6912	FBan0006912	FBgn0038290	CG6912	CG6912	FBgn0044665,FBgn0061871
